title,author,groups,maxgroup
"Christy Miller Collection, Vol. 2: Surprise Endings / Island Dreamer / A Heart Full of Hope (Books 4-6)",Robin Jones Gunn,4,4
Doon (A Doon Novel),Carey Corp,0,0
Olivia and the Little Way,Nancy Carabio Belanger,0,0
"The Christy Miller Collection, Vol. 3: True Friends / Starry Night / Seventeen Wishes (Books 7-9)",Robin Jones Gunn,0,0
"The Last of the Nephilim (Oracles of Fire, Book 3)",Bryan Davis,6,6
"Tears of a Dragon (The Dragons in Our Midst, Book 4)",Bryan Davis,7,7
"Summerhill Secrets, Volume 2: House of Secrets/Echoes in the Wind/Hide Behind the Moon/Windows on the Hill/Shadows Beyond the Gate (Summerhill Secrets 6-10)",Beverly Lewis,6,6
The Bones of Makaidos (Oracles of Fire),Bryan Davis,6,6
MindWar (The MindWar Trilogy),Andrew Klavan,6,6
Destined for Doon (A Doon Novel),Carey Corp,0,0
Song of the Ovulum (Children of the Bard),Bryan Davis,6,6
"A Young Woman After God's Own Heart: A Teen's Guide to Friends, Faith, Family, and the Future",Elizabeth George,2,2
Let It Snow: Three Holiday Romances,John Green,6,6
The Bane Chronicles,Cassandra Clare,6,6
The Chronicles of Harris Burdick: Fourteen Amazing Authors Tell the Tales / With an Introduction by Lemony Snicket,Chris Van Allsburg,0,0
The Ketchup Boy,Debbie Cox,0,0
Athletic Shorts: Six Short Stories,Chris Crutcher,6,6
Summer Days & Summer Nights: Twelve Love Stories,Stephanie Perkins,6,6
Midnight Bites: Stories of the Morganville Vampires,Rachel Caine,5,5
The Door in the Hedge,Robin Mckinley,4,4
Classic Tales and Fables for Children (Literary Classics),Leo Tolstoy,5,5
21 Proms,Scholastic,6,6
On the Fringe: Stories,Various,6,6
More Ready-To-Tell Tales from Around the World,David Hold,6,6
Help Wanted: Stories,Gary Soto,0,0
Brian's Winter,Gary Paulsen,6,6
The Lost Stories (Turtleback School & Library Binding Edition) (Ranger's Apprentice),John Flanagan,2,2
Faery Tales & Nightmares,Melissa Marr,1,1
A Matter of Souls (Fiction - Young Adult),Denise Lewis Patrick,4,4
No Time to Die and the Deep End of Fear (Dark Secrets #2),Elizabeth Chandler,5,5
"A Tyranny of Petticoats: 15 Stories of Belles, Bank Robbers & Other Badass Girls",Jessica Spotswood,1,1
El Bronx Remembered,Nicholasa Mohr,6,6
Asylum,Madeleine Roux,5,5
If Only,Richard Paul Evans,6,6
Vampire Academy Box Set 1-6,Richelle Mead,6,6
The Hunger Games Trilogy Boxed Set,Suzanne Collins,6,6
All American Boys,Jason Reynolds,4,4
The Running Dream (Schneider Family Book Award - Teen Book Winner),Wendelin Van Draanen,0,0
Crash,Jerry Spinelli,6,6
"Welcome to the Show: A Mickey Tussler Novel, Book 3 (The Mickey Tussler Series)",Frank Nappi,6,6
Heart of a Champion,Carl Deuker,2,2
Hit Count,Chris Lynch,0,0
The Cardturner,Louis Sachar,6,6
Take Me on,Katie McGarry,0,0
Game,Walter Dean Myers,0,0
Hoops,Walter Dean Myers,0,0
All the Right Stuff,Walter Dean Myers,"0,2",0
Losers Take All,David Klass,2,2
The Scorpio Races,Maggie Stiefvater,6,6
Out of Nowhere,Maria Padian,0,0
Game Seven,Paul Volponi,6,6
Crackback,John Coy,4,4
"Breathe, Annie, Breathe",Miranda Kenneally,6,6
I Have a Bad Feeling About This,Jeff Strand,6,6
Gamer Girl,Mari Mancusi,6,6
Glove Save,Dan Dolan,0,0
H.O.R.S.E.: A Game of Basketball and Imagination,Christopher Myers,2,2
Running Loose,Chris Crutcher,6,6
Conviction,Kelly Loy Gilbert,4,4
Beyond the Chocolate War (Laurel-Leaf Books),Robert Cormier,6,6
Now Is the Time for Running,Michael Williams,5,5
The A Circuit,Catherine Hapka,6,6
Before Tomorrowland,Jeff Jensen,6,6
City of Bones: TV Tie-in (The Mortal Instruments),Cassandra Clare,2,2
Man vs. Beast (CHERUB),Robert Muchamore,0,0
"Naruto, Vol. 58: Naruto vs. Itachi",Masashi Kishimoto,6,6
"Naruto, Vol. 56: Team Asuma, Reunited",Masashi Kishimoto,6,6
The Last Apprentice: Seventh Son: Book 1 and Book 2,Joseph Delaney,2,2
"Naruto, Vol. 16: Eulogy",Masashi Kishimoto,6,6
Star Wars: Vector Volume 1,John Jackson Miller,0,0
"Commencement (Star Wars: Knights of the Old Republic, Vol. 1)",John Jackson Miller,0,0
"Star Wars Omnibus: Tales of the Jedi, Vol. 2",Tom Veitch,2,2
Star Wars: The Old Republic Volume 1 - Blood of the Empire (Star Wars: The Old Republic (Quality Paper)),Alexander Freed,1,1
"Cirque Du Freak: The Manga, Vol. 11: Lord of the Shadows",Darren Shan,4,4
"Cirque Du Freak: The Manga, Vol. 10: The Lake of Souls",Darren Shan,4,4
Star Wars Omnibus: A Long Time Ago... Vol. 1,Roy Thomas,0,0
"Cirque Du Freak: The Manga, Vol. 12: Sons of Destiny",Darren Shan,4,4
"The Maze Runner Movie Tie-In Edition (Maze Runner, Book One) (The Maze Runner Series)",James Dashner,6,6
"Bleach, Vol. 40",Tite Kubo,6,6
The Black Hills: Lucky Luke 16 (A Lucky Luke Adventure),Rene Goscinny,0,0
We Didn't Mean To Go To Sea,Arthur Ransome,6,6
"Showcase Presents: Jonah Hex, Vol. 1",John Albano,6,6
The Springsweet,Saundra Mitchell,6,6
Relic (A Relic Novel),Renee Collins,6,6
Her Cold Revenge (Wanted),Erin Johnson,5,5
Victorio's War (The Desert Legend Trilogy),John Wilson,0,0
Billy the Kid: A Novel,Theodore Taylor,0,0
Soldier Boy,Brian Burks,6,6
Cowboy Ghost,Robert Newton Peck,5,5
Cowboys Don't Quit (Gemini Books),Marilyn Halvorson,6,6
Lost Aztiki Tribe and the Mysterious Cave of Gold (Bob the Buffarillo and Friends),Edward Loffredo,6,6
Trigun Anime Manga Volume 1,Yasuhiro Nightow,4,4
Texas Rangers,Mike Cox,"5,0",5
The Case Of The Deadly Desperados (Western Mysteries),Caroline Lawrence,0,0
Girl on Horseback Volume I (Volume 1),Eileen Sammons Tidwell,6,6
A Life's Journey,Angie Blake,"5,0",5
The PARTY FINAL FRIENDS 1,Christopher Pike,2,2
Cecilia's Year,Susan Gonzales Abraham,6,6
A Dime a Dozen,Nikki Grimes,2,2
Black Storm Comin',Diane Lee Wilson,6,6
Comanche Moon (Lonesome Dove),Larry McMurtry,1,1
Five Get into Trouble (Galaxy Children's Large Print),Enid Blyton,0,0
Mr. Tucket,Gary Paulsen,6,6
"Rattler-Death with a Six-Shooter, Showdown in Mexico (Rattler Bitner Tales) (Volume 6)",Mr Gary Moon Jr,"0,5",0
The Cellar,Natasha Preston,1,1
I Am the Cheese,Robert Cormier,5,5
The Alchemyst: The Secrets of the Immortal Nicholas Flamel,Michael Scott,5,5
The Masked Truth,Kelley Armstrong,0,0
Ten Thousand Skies Above You (Firebird),Claudia Gray,0,0
Found (A Mickey Bolitar Novel),Harlan Coben,6,6
Confessions of a Murder Suspect,James Patterson,5,5
The Retribution of Mara Dyer (The Mara Dyer Trilogy),Michelle Hodkin,0,0
The Girl Who Was Supposed to Die,April Henry,6,6
I Am Princess X,Cherie Priest,6,6
Dangerous Deception (Dangerous Creatures),Kami Garcia,6,6
Blood Will Tell (Point Last Seen),April Henry,6,6
The Walls Around Us,Nova Ren Suma,0,0
The Night She Disappeared,April Henry,0,0
The Chess Queen Enigma: A Stoker & Holmes Novel,Colleen Gleason,7,7
"Out of Sight, Out of Time (Gallagher Girls)",Ally Carter,0,0
Embassy Row #1: All Fall Down,Ally Carter,4,4
The Killing (CHERUB),Robert Muchamore,6,6
Maximum Security (CHERUB),Robert Muchamore,6,6
Partials (Partials Sequence),Dan Wells,0,0
Across the Universe,Beth Revis,6,6
Black Ice,Becca Fitzpatrick,6,6
Evertaster,Adam Glendon Sidwell,6,6
Boot Camp,Todd Strasser,2,2
Burning Blue,Paul Griffin,5,5
The Doubt Factory,Paolo Bacigalupi,5,5
The Mara Dyer Trilogy: The Unbecoming of Mara Dyer; The Evolution of Mara Dyer; The Retribution of Mara Dyer,Michelle Hodkin,0,0
The Edge of the Shadows (Edge of Nowhere),Elizabeth George,0,0
The Madness Underneath: Book 2 (The Shades of London),Maureen Johnson,0,0
Black Heart (The Curse Workers),Holly Black,"0,4",0
A Corner of White: Book 1 of The Colors of Madeleine,Jaclyn Moriarty,0,0
Famous Last Words,Katie Alender,2,2
Everlasting (Kissed by an Angel),Elizabeth Chandler,5,5
The Vanishing Season,Jodi Lynn Anderson,1,1
Scarlett Undercover,Jennifer Latham,5,5
Deadly Little Lessons (A Touch Novel),Laurie Faria Stolarz,6,6
Dark Secrets 1: Legacy of Lies and Don't Tell,Elizabeth Chandler,3,3
Gone (Wake),Lisa McMann,2,2
Blue is for Nightmares (Stolarz Series),Laurie Faria Stolarz,1,1
Evercrossed (Kissed by an Angel),Elizabeth Chandler,5,5
Deadly Little Voices (A Touch Novel) (Touch Novels (Quality)),Laurie Faria Stolarz,6,6
"Wake (Wake Series, Book 1)",Lisa McMann,6,6
Until We Meet Again,Renee Collins,6,6
The Revenant,Sonia Gensler,4,4
In the Shadows,Kiersten White,0,0
Map of Fates,Maggie Hall,"4,2",4
Grace and the Guiltless (Wanted),Erin Johnson,6,6
Wildthorn,Jane Eagland,6,6
The Tin Princess: A Sally Lockhart Mystery,Philip Pullman,0,0
Always Emily,Michaela MacColl,6,6
Guantanamo Boy,Anna Perera,5,5
Coram Boy,Jamila Gavin,6,6
The Notorious Pagan Jones,Nina Berry,5,5
Pretty Little Liars #14: Deadly,Sara Shepard,0,0
Let's Get Lost (Harlequin Teen),Adi Alsaid,4,4
"Perfect (Pretty Little Liars, Book 3)",Sara Shepard,0,0
Midwinterblood,Marcus Sedgwick,2,2
"Wanted (Pretty Little Liars, Book 8)",Sara Shepard,0,0
Damage Done,Amanda Panitch,6,6
"Wicked (Pretty Little Liars, Book 5)",Sara Shepard,0,0
All These Things I've Done,Gabrielle Zevin,0,0
The Third Twin,CJ Omololu,5,5
If You're Lucky,Yvonne Prinz,6,6
Finding Forever: A Deadline Diaries Exclusive,Ken Baker,1,1
Perdita,Faith Gardner,"4,2",4
Locket Full of Secrets,Dana Burkey,5,5
Set You Free,Jeff Ross,0,0
Jihadi Hijacking: Code Name: Dodger Mission 3 (Volume 3),Eric Auxier,0,0
"Secret Sixth Sense: When Jon reads minds of classmates,  he learns secrets that compel him to act",Michael R Worthington,7,7
What We Knew: A Novel,Barbara Stewart,5,5
Dark Metropolis,Jaclyn Dolamore,0,0
Vega Jane y el reino de lo desconocido (Spanish Edition),David Baldacci,1,1
Mirage,Tracy Clark,6,6
Panico (Spanish Edition),Lauren Oliver,4,4
Fury (Blur Trilogy),Steven James,6,6
The Stickerbush Boys: The Farmer's Dirge (Adventures in Willow Wood) (Volume 1),Brian Daniel Speers,6,6
With Malice,Eileen Cook,5,5
Amanda Lester and the Pink Sugar Conspiracy,Paula Berinstein,1,1
Fall of Knight (A Knight's Story) (Volume 1),Steven Cross,6,6
"If You Really Loved Me: 100 Questions on Dating, Relationships, and Sexual Purity - Revised and Expanded",Jason Evert,1,1
The 7 Habits of Highly Effective Teens,Sean Covey,4,4
Zoo Station: The Story of Christiane F. (True Stories),Christiane F,4,4
Looking Beyond: A Teen's Guide to the Spiritual World,James Van Praagh,6,6
Do You Know Who You Are?,Megan Kaye,6,6
Yoga (Science Behind Sports),Barbara Sheen,6,6
"Chill: Stress-Reducing Techniques for a More Balanced, Peaceful You",Deborah Reber,6,6
Teen Spirit Wicca,David Salisbury,0,0
The Secret Code on Your Hands: An Illustrated Guide to Palmistry,Vernon Mahabal,5,5
Transgender Rights and Issues (Special Reports),Andrea Pelleschi,5,5
Grit (The 7 Character Strengths of Highly Successful Students),Ramona Siddoway,0,0
Feng Shui Workbook for Teens,Amie Crouch,0,0
The Young Adult's Guide to Dream Interpretation: Learn What Your Dreams Mean,Atlantic Publishing Group Inc,2,2
"Teen Spirit: One World, Many Paths",Paul Raushenbush,0,0
Conversations with God for Teens,Neale Donald Walsch,6,6
Naked at the Prom: The Secret Language of Dreams,Lori Reid,6,6
Tai Chi for Beginners (From Couch to Conditioned: a Beginner's Guide to Getting Fit),Andrew Austin,1,1
Ghosts (Paranormal Files),Stuart Webb,5,5
Mysterious Disappearances (Raintree Freestyle: Out There?),John Townsend,4,4
"Astrology and Divination (Mysteries, Legends, and Unexplained Phenomena)",Robert Michael Place,5,5
True Stories of The Real Men in Black (Off the Record!),Nick Redfern,6,6
Rubber Band Girl A Mother's Memoir,Jennifer Nielson,6,6
"Med Head: My Knock-down, Drag-out, Drugged-up Battle with My Brain",James Patterson,0,0
Investigating Depression and Bipolar Disorder: Real Facts for Real Lives (Investigating Diseases),Abigail Meisel,4,4
Schizophrenia and Other Psychotic Disorders (Understanding Mental Health),Carrie Iorizzo,5,5
"Rae: My True Story of Fear, Anxiety, and Social Phobia (Louder Than Words)",Chelsea Swigget,"1,7",1
Depression in Sylvia Plath's the Bell Jar (Social Issues in Literature),Dedria Bryfonski,0,0
Mindfulness for Teen Depression: A Workbook for Improving Your Mood,Mitch Abblett PhD,3,3
Mental Illness (Opposing Viewpoints),Greenhaven Press,5,5
Antisocial Behavior (Teen Mental Health),Frank Spalding,2,2
I Don't Know What I Want But I Want to Be Happy,Kimberly Kirberger,0,0
Anxiety Disorders (Diseases and Disorders),Sheila Wyborny,6,6
Happiness Is A Choice For Teens,Paul Meier,6,6
Suicide (Straight Talk About...(Crabtree)),Rachel Eagen,4,4
Military Draft (Opposing Viewpoints),Viqi Wagner,5,5
My Kind of Sad: What It's Like to Be Young and Depressed,Kate Scowen,4,4
Adjustment Disorders (State of Mental Illness and Its Therapy),Sherry Bonnice,0,0
Drugs and Mental Illness (Drug Abuse Prevention Library),Maia Miller,3,3
Straight Talk About Anxiety and Depression,Michael Maloney,4,4
It Will Get Better: Finding Your Way Through Teen Issues,Melinda Hutchings,0,0
Anger and Anger Management (Teen Mental Health),Charlie Quill,7,7
The Creative Journal for Teens: Making Friends With Yourself,Lucia Capacchione,1,1
The New Beverly Hills Diet Little Skinny Companion,Judy Mazel,6,6
"Generation V: The Complete Guide to Going, Being, and Staying Vegan as a Teenager (Tofu Hound Press)",Claire Askew,4,4
Mensa for Kids: 75 Number Puzzles,Chronicle Books Staff,5,5
"Seventeen 500 Health & Fitness Tips: Eat Right, Work Out Smart, and Look Great!",Meghann Foye,7,7
The Truth About Eating Disorders,Gerri Freid Kramer,3,3
Teens Health & Obesity (Gallup Youth Survey: Major Issues and Trends),Peter Owens,1,1
Should Junk Food Be Sold in Schools? (At Issue),Roman Espejo,2,2
The Right Moves: to Getting Fit and Feeling Great,Tina Schwager,"7,1",7
Lighten Up,Charles Platkin,4,4
Fetal Alcohol Spectrum Disorder (Understanding Mental Health),Ellen Rodger,5,5
Alopecia Areata (Genetic Diseases),Janey Levy,0,0
Organ Transplants (Hot Topics),Melissa Abramovitz,6,6
Sleep Disorders (Diseases and Disorders),Barbara Sheen Busby,6,6
Everything You Need to Know About Chicken Pox and Shingles (Need to Know Library),Jennifer Plum,6,6
Colon Cancer (Diseases and Disorders),Toney Allman,6,6
Bipolar Disorder (Diseases and Disorders),Jennifer Mackay,6,6
Celiac Disease (Perspectives on Diseases and Disorders),Jacqueline Langwith,0,0
It Happened to Nancy (Confident Collector),Anonymous,3,3
Obsessive-Compulsive Disorder: The Ultimate Teen Guide (It Happened to Me),Natalie Rompella,0,0
Leprosy (Deadly Diseases and Epidemics),Alfica Sehgal,0,0
Cerebral Palsy (Perspectives on Diseases and Disorders),Jacqueline Langwith,7,7
Sudden Infant Death Syndrome (Perspectives on Diseases and Disorders),Jacqueline Langwith,0,0
Autism Spectrum Disorder (Understanding Mental Health),Marguerite Rodger,1,1
Learning Disabilities (Perspectives on Diseases and Disorders),Clay Farris Naff,5,5
From Where I Sit: Making My Way with Cerebral Palsy,Shelley Nixon,4,4
Jonas Salk: Medical Innovator and Polio Vaccine Developer (Essential Lives),Sheila Llanas,4,4
One Toke: A Survival Guide for Teens,Marc Aronoff,6,6
"Sunny's Story ""How to Save a Young Life""",Ginger Katz,5,5
Ketamine: Dangerous Hallucinogen (Drug Abuse & Society: Cost to a Nation),Brad Lockwood,"4,0",4
Dirty: A Search for Answers Inside America's Teenage Drug Epidemic,Meredith Maran,1,1
Tackling Tough Choices: Discussion-Starting Skits for Teens (Acting It Out Series),Doris Anita Anderson,4,4
Ritalin: Its Use and Abuse (Drug Abuse Prevention Library),Eileen Beal,5,5
Cash Crop to Cash Cow: The History of Tobacco and Smoking in America (Tobacco: the Deadly Drug),Mary Meinking,7,7
Steroids (Drug Abuse Prevention Library),Lawrence Clayton,5,5
Drugs and Your Friends (Drug Abuse Prevention Library),Sue Hurwitz,1,1
Hallucinogens (Drug Abuse Prevention Library),Ann Ricki Hurwitz,5,5
Everything You Need to Know About Smoking (The Need to Know Library),Elizabeth Keyishian,5,5
Inside a Support Group: Help for Teenage Children of Alcoholics (Drug Abuse Prevention Library),Margi Trapani,1,1
"The 411 on Bullying, Gangs, Drugs and Jail: The Formula for Staying in School and Out of Jail",Warden Howard Robertson,1,1
Cocaine (Drug Abuse Prevention Library),Rhoda McFarland,"7,1",7
"Compact Research, Inhalants: Drugs (Compact Research Series)",Crystal Mccage,4,4
"Drugs, Runaways, and Teen Prostitution (Drug Abuse Prevention Library)",Clare Tattersall,3,3
Should Marijuana Be Legalized? (In Controversy),Scott Barbour,5,5
Baby Don't Smoke: A Graphic Novel,Everett Jaime,3,3
"The Young Adult's Guide to Meditation: Easy Techniques That Reduce Stress and Relieve Anger, Anxiety & Depression",Atlantic Publishing Group Inc,5,5
Beautiful Me: Finding Personal Strength & Self Acceptance (Essential Health: Strong Beautiful Girls),Tamra Orr,1,1
Careers in Fitness and Personal Training (Careers in the New Economy),Randy Littlejohn,4,4
Yoga for Beginners (From Couch to Conditioned: a Beginner's Guide to Getting Fit),Brian Burns,2,2
Sports Injuries Information for Teens: Health Tips About Sports Injuries and Injury Prevention (Teen Health Series),Joyce Brennfleck Shannon,3,3
Yoga for Teens,Thia Luby,6,6
Coaches and Fitness Professionals (Ferguson's Careers in Focus),Ferguson Publishing,1,1
Insparation: A Teen's Guide to Healthy Living Inspired by Today's Top Spas,Mary Beth Sammons,6,6
"Eating Disorders Information For Teens: Health Tips About Anorexia, Bulimia, Binge Eating, And Other Eating Disorders (Teen Health Series)",Sandra Augustyn Lawton,7,7
Everything You Need to Know about Yoga: An Introduction for Teens (Need to Know Library),Stefanie Iris Weiss,"4,0",4
Food and You: A Guide to Healthy Habits for Teens,Marjolijn Bijlefeld,5,5
Weightlifting & Strength Building (An Integrated Life of Fitness),Celicia Scott,2,2
A Yoga Jungle,Brigid Mylod,5,5
AQA GCSE Human Health and Physiology,Niva Miles,2,2
Body Image (Health Issues),Karla Fitzhugh,7,7
"Bobbi Brown Teenage Beauty: Everything You Need to Look Pretty, Natural, Sexy and Awesome",Bobbi Brown,1,1
"The Body Scoop for Girls: A Straight-Talk Guide to a Healthy, Beautiful You",Christine Rojo,7,7
Puberty Boy,Geoff Price,0,0
"Deal with It!: A Whole New Approach to Your Body, Brain, and Life as a Gurl",Esther Drill,7,7
Everything a Girl Needs to Know about Her Periods,Jane Feinmann,5,5
Private and Personal,Carol Weston,6,6
Taking the Plunge: A Teen's Guide to Independence,Laura Purdie Salas,5,5
"Cliques, Crushes, & True Friends: Developing Healthy Relationships (Essential Health: Strong Beautiful Girls)",Ashley Rae Harris,"1,7",1
The Girl's Body Book: Everything You Need To Know For Growing Up YOU (Turtleback School & Library Binding Edition),Kelli Dunham,3,3
The Teenage Body Book,Kathy McCoy,4,4
Living with Acne (Living with Health Challenges (Abdo)),MK Ehrman,5,5
"Tips to Help You Deal, Feel, and be Real (Attitude (How to be the Coolest Girl You Know))",Lisa McCourt,0,0
Choices & Challenges Workbook,Mindy Bingham,4,4
No Mistakes! The African American Teen Guide to Growing Up Strong,Robin Henry,2,2
Changes in You & Me: A Book About Puberty Mostly for Boys,Paulette Bourgeois,6,6
Mixed Messages: Interpreting Body Image & Social Norms (Essential Health: Strong Beautiful Girls),Thea Palad,7,7
What's Going on Down There?: Answers to Questions Boys Find Hard to Ask,Karen Gravelle,7,7
"Teen Dads: Rights, Responsibilities and Joys (Teen Pregnancy and Parenting series)",Jeanne Warren Lindsay,0,0
Suicide & Self-Destructive Behaviors (Young Adult's Guide to the Science of Health),Joan Esherick,5,5
How to Talk to Girls,Jonathan Toussaint,7,7
First Apartment Smarts (Get Smart With Your Money),Ann Byers,5,5
Wise Guides: Periods,Charlotte Owen,2,2
The Braces Journal,Dan Price,0,0
Ye Castle Stinketh: Could You Survive Living in a Castle? (Ye Yucky Middle Ages),Chana Stiefel,4,4
Looking Good from the Inside Out: Fashion,Tammy Bennett,5,5
"Masseur & Massage Therapist (Earning $50,000-$100,000 With a High School Diploma Or Less)",Connor Syrewicz,7,7
"Teen People: Celebrity Beauty Guide: Star Secrets for Gorgeous Hair, Makeup, Skin and More!",Editors of Teen People Magazine,7,7
Glamour Gurlz: The Ultimate Step-by-Step Guide to Great Makeup and Gurl Smarts,Joanna Schlip,6,6
"Your Body, Yourself: A Guide to Your Changing Body (Your Body, Your Self Book)",Alison Bell,6,6
Skin Care for Teens,Nelson Novick,6,6
Brushing My Teeth (Powerkids Readers: Clean & Healthy),Elizabeth Vogel,0,0
Healthy Skin (Young Adult's Guide to the Science of Health),Rae Simons,2,2
A Lavarse los Dientes/Brushing My Teeth (Limpieza y Salud Todo el Dia) (Spanish Edition),Elizabeth Vogel,1,1
Do It Yourself Beauty,Alloy Publishers,0,0
Personal Hygiene and Sexual Health (Healthy Lifestyles),Camilla de la Bedoyere,2,2
Washing My Hands (Powerkids Readers: Clean & Healthy),Elizabeth Vogel,0,0
The Girl's Guide to Styling Your Hair,Heather Clarke,7,7
The Girl's Guide to Beautiful Makeup,Heather Clarke,7,7
The Sensory Team Handbook: A hands-on tool to help young people make sense of their senses and take charge of their sensory processing,Nancy Mucklow,5,5
Stuck on Fast Forward: Youth With Attention Deficit Hyperactivity Disorder (Youth With Special Needs),Shirley Brinkerhoff,5,5
Catherine The Story Of A Young Girl Who Died Of Anorexia Nervosa (Plus),Maureen Dunbar,1,1
Physical Disabilities: The Ultimate Teen Guide (It Happened to Me),Denise Thornton,7,7
The Ocean Inside: Youth Who Are Deaf and Hard of Hearing (Youth With Special Needs),Autumn Libal,5,5
Spare Parts,Wendy Murphy,6,6
A House Between Homes: Youth in the Foster Care System (Youth with Special Needs),Joyce Libal,5,5
Breaking Down Barriers: Youth with Physical Challenges (Youth with Special Needs),Joan Esherick,1,1
Disabled & Challenged: Reach For Your Dreams!,Terry Scott Cohen,0,0
Diseases and Disorders - Birth Defects,Barbara Sheen,5,5
Deaf and Hard of Hearing (Living with a Special Need),Autumn Libal,5,5
Focus on Comprehension - 1 (Bk. 1),Louis Fidge,6,6
Dyslexia (Coping),Karen Donnelly,5,5
People With Disabilities (Social Issues Firsthand),Hayley Mitchell Haugen,1,1
Materials (Alpha Science Series),Nicola Barber,5,5
American West: Foundation (Heinemann Secondary History Project),Marjorie Godfrey,0,0
Blindness (Diseases and Disorders),Hal Marcovitz,6,6
Stuttering (Coping),Melanie Ann Apel,5,5
Issues: Bk. 1: Cross-curricular Course for PSE (Issues - the Cross-curriculur Course for PSE),John Foster,6,6
Diet Pills (Drugs: The Straight Facts),Deborah DeEugenio,4,4
Down's Syndrome (Need to know),Kristina Routh,0,0
Everything You Need to Know About Deafness (Need to Know Library),Carol Basinger,6,6
"Youth with Gender Issues: Seeking an Identity (Helping Youth with Mental, Physical, and Social Challenges)",Kenneth McIntosh,7,7
Let's Sign BSL Flashcards: House and Home (Lets Sign Series of British Sign Language (BSL) Educational Materials),Cath Smith,3,3
Livewire Poetry,Mick Connell,5,5
Livewire: Youth Fiction,Peter Leigh,4,4
Witches: Youth Fiction (Livewire youth fiction),Iris Howden,5,5
Dear GIRLS: Activate Your Girl Power!,Simeaka Melton,0,0
The Code: The Five Secrets of Teen Success,Mawi Asgedom,0,0
Teens Can Make It Happen: Nine Steps for Success,Stedman Graham,5,5
"A Good Friend: How to Make One, How to Be One (Boys Town Teens and Relationships)",Ron Herron,5,5
"A Teen's Guide to Success: How to Be Calm, Confident, Focused",Ben Bernstein,2,2
Frenemies: What to Do When Friends Turn Mean,Hayley DiMarco,6,6
"Love & Profanity: A Collection of True, Tortured, Wild, Hilarious, Concise, and Intense Tales of Teenage Life",Rachael Hanel,1,1
Girlology: A Girl's Guide to Stuff that Matters,Melisa Holmes,0,0
Girl in The Mirror: A Teen's Guide to Self Awareness,Denise Crittendon,5,5
"Sex: A Book for Teens: An Uncensored Guide to Your Body, Sex, and Safety",Nikol Hasler,4,4
Unmasking Sexual Con Games: Teen Guide,Kathleen Sorensen McGee,2,2
Is This Love?,Anita Naik,6,6
What If?: Answers to Questions About What It Means to Be Gay and Lesbian,Eric Marcus,4,4
Sexo para adolescentes / Teen Sex (Spanish Edition),Conchita Madueno,4,4
Sexual Orientation and Gender Identity (Straight Talk About...(Crabtree)),Rachel Stuckey,7,7
Free Sex?: La pregunta de hoy. Inteligencia sexual en el siglo 21/ The Question for Today. Sexual Intelligence in the Century 21 (Spanish Edition),Carlos Cuauhtemoc Sanchez,3,3
Gay Marriage (Hot Topics),Kevin Hillstrom,0,0
Learning Curves: Body Image and Female Sexuality in Young Adult Literature (Studies in Young Adult Literature),Beth Younger,2,2
New Teenage Body Book,Kathleen McCoy,4,4
The Sex Education Dictionary for Today's Teens & Pre-Teens,Nancy Hoch,1,1
Questions You Can't Ask Your Mama About Sex (invert),Craig Gross,1,1
Mitos Y Realidades Del Sexo Joven (Spanish Edition),Anabel Ochoa,6,6
Teen Sex: Risks and Consequences (Perspectives on Healthy Sexuality),Julie Endersbe,3,3
Preguntas Al Amor (Spanish Edition),Virginie Dumont,6,6
"Relative Intimacy: Fathers, Adolescent Daughters, and Postwar American Culture (Gender and American Culture)",Rachel Devlin,4,4
The Voices of AIDS,Michael Thomas Ford,5,5
No god but God: The Origins and Evolution of Islam,Reza Aslan,1,1
Eastern Philosophy: The Greatest Thinkers and Sages from Ancient to Modern Times,Kevin Burns,3,3
Buddhism: World Religions (World Religions (Facts on File)),Madhu Bazaz Wangu,1,1
Confucianism (World Religions (Facts on File)),Dorothy Hoobler,3,3
Hinduism (Understanding Religions),Vasudha Narayanan,6,6
Buddhist Stories (Storyteller),Anita Ganeri,2,2
Hindu Stories (Storyteller),Anita Ganeri,2,2
Religions to Inspire: Hinduism,Jan Hayes,5,5
Hinduism (World Religions (Benchmark)),Serinity Young,5,5
Religions of the World - Sikhism,Nancy Hoffman,6,6
Buddhism (Religions of the World),Anne Bancroft,6,6
Confucianism,Chu Chai,6,6
Discovering Religions: Hinduism Core Student Book,Sue Penney,3,3
"Religions to Inspire: Buddhism, Key Stage 3 (Dynamic Learning)",Diane Kolka,1,1
Hinduism Today (Religions Today),Andrew Egan,6,6
Lo humano y lo divino en el hinduismo (Religiones del Mundo) (Spanish Edition),Julien Ries,1,1
The Hindu Experience: Pupil's Book (Seeking Religion),Mel Thompson,2,2
Thinking about Islam (Thinking about Religion),John B Taylor,4,4
A Young Muslim's Guide to the Modern World,Seyyed Hossein Nasr,4,4
Encyclopedia of Islam (Encyclopedia of World Religions),Juan Eduardo Campo,1,1
Tales from Rumi,Ali Fuat Bilkan,4,4
Islamophobia (Current Controversies),Dedria Bryfonski,5,5
The Rise of Islam (Understanding World History (Reference Point)),Toney Allman,1,1
The Young Person's Guide to Living Islam,Asli Kaplan,4,4
Islam (Religions and Religious Movements),Mitchell Young,2,2
Islam for Younger People,Ghulam Sawar,4,4
Heroes and Holy Places (Introducing Islam),Khaled Abou El Fadl,0,0
